66646 GFF lines processed.
file_1_file_1_g3533.t1.exon4	1	0	0	0	0	0	0	0
file_1_file_1_g3533.t1.exon5	1	0	0	0	0	0	0	0
file_1_file_1_g3533.t1.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g3533.t1.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g3533.t1.exon8	0	0	0	0	0	0	0	0
file_1_file_1_g3533.t1.exon9	0	0	0	0	0	0	0	0
file_1_file_1_g3534.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g3534.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g3535.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g3535.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g3535.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g3535.t1.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g3535.t1.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g3536.t1.exon1	24	380	14	599	44	7	33	25
file_1_file_1_g3537.t1.exon1	20	257	11	524	18	0	29	22
file_1_file_1_g3538.t1.exon1	27	67	26	104	15	0	19	186
file_1_file_1_g3538.t1.exon2	6	14	4	10	3	0	2	22
file_1_file_1_g3538.t1.exon3	9	9	3	7	0	0	0	1
file_1_file_1_g3538.t1.exon4	3	7	7	5	5	0	8	0
file_1_file_1_g3539.t1.exon1	7	1	4	6	15	0	4	0
file_1_file_1_g3539.t1.exon2	0	2	0	5	0	0	0	1
file_1_file_1_g3539.t1.exon3	1	2	2	5	0	0	0	13
file_1_file_1_g3539.t1.exon4	3	6	4	9	0	0	3	9
file_1_file_1_g3539.t1.exon5	4	3	3	4	8	0	0	4
file_1_file_1_g3539.t1.exon6	0	1	0	2	4	0	0	0
file_1_file_1_g3539.t1.exon7	2	2	1	6	0	0	0	3
file_1_file_1_g3539.t1.exon8	7	26	3	42	5	1	6	34
file_1_file_1_g354.t1.exon1	6	1	0	0	0	0	0	0
file_1_file_1_g3540.t1.exon1	9	10	13	14	13	0	5	5
file_1_file_1_g3540.t1.exon2	6	1	3	7	1	1	2	4
file_1_file_1_g3540.t1.exon3	4	1	2	15	0	0	1	5
file_1_file_1_g3541.t1.exon1	16	53	9	63	19	0	2	18
file_1_file_1_g3541.t1.exon2	6	4	2	6	0	0	1	1
file_1_file_1_g3541.t1.exon3	5	4	3	4	5	0	0	0
file_1_file_1_g3541.t1.exon4	0	0	2	0	0	0	0	0
file_1_file_1_g3541.t1.exon5	3	4	1	3	0	0	2	2
file_1_file_1_g3541.t1.exon6	6	4	9	5	2	0	1	6
file_1_file_1_g3542.t1.exon1	2	0	2	0	0	1	0	0
file_1_file_1_g3543.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g3543.t1.exon2	4	0	0	0	0	0	0	0
file_1_file_1_g3543.t1.exon3	0	1	0	0	0	0	0	0
file_1_file_1_g3543.t2.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g3544.t1.exon1	317	195	393	381	100	0	65	705
file_1_file_1_g3544.t1.exon2	141	81	152	161	161	1	47	372
file_1_file_1_g3545.t1.exon1	119	112	166	198	74	0	204	607
file_1_file_1_g3545.t1.exon2	3	1	0	0	0	2	0	0
file_1_file_1_g3546.t1.exon1	0	0	2	1	0	0	0	0
file_1_file_1_g3546.t1.exon2	1	0	0	0	0	0	0	0
file_1_file_1_g3546.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g3547.t1.exon1	8	5	0	16	0	0	0	7
file_1_file_1_g3548.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g3548.t2.exon1	1	0	1	1	0	0	0	1
file_1_file_1_g3548.t2.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g3549.t1.exon1	10	0	5	0	4	0	0	0
file_1_file_1_g3549.t1.exon2	6	2	11	6	16	0	5	4
file_1_file_1_g3549.t1.exon3	1	1	3	6	4	0	8	0
file_1_file_1_g3549.t1.exon4	12	3	6	6	0	0	5	1
file_1_file_1_g355.t1.exon1	3	2	0	0	0	0	0	0
file_1_file_1_g355.t1.exon2	3	0	0	0	0	0	0	0
file_1_file_1_g355.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g3550.t1.exon1	4	5	2	3	0	0	3	5
file_1_file_1_g3550.t1.exon2	4	5	2	5	1	0	5	6
file_1_file_1_g3550.t1.exon3	1	2	0	0	0	4	1	7
file_1_file_1_g3550.t1.exon4	3	0	0	1	1	0	0	5
file_1_file_1_g3550.t1.exon5	5	1	4	2	0	0	0	0
file_1_file_1_g3550.t1.exon6	20	8	16	20	7	0	8	28
file_1_file_1_g3550.t1.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g3550.t1.exon8	1	1	0	0	0	0	0	0
file_1_file_1_g3550.t1.exon9	0	0	0	0	0	0	0	0
file_1_file_1_g3551.t1.exon1	14	10	4	18	0	0	0	0
file_1_file_1_g3552.t1.exon1	6	0	1	1	0	0	0	0
file_1_file_1_g3552.t1.exon2	4	0	3	0	0	0	0	0
file_1_file_1_g3552.t1.exon3	1	4	0	0	0	0	0	0
file_1_file_1_g3552.t1.exon4	2	4	2	2	0	0	0	0
file_1_file_1_g3553.t1.exon1	2	0	2	0	0	0	0	0
file_1_file_1_g3553.t1.exon2	2	1	0	0	0	0	0	0
file_1_file_1_g3554.t1.exon1	5	0	1	0	0	0	0	0
file_1_file_1_g3554.t1.exon2	0	1	0	0	0	0	0	0
file_1_file_1_g3554.t1.exon3	0	0	1	0	0	0	0	0
file_1_file_1_g3554.t1.exon4	2	1	1	0	0	0	0	0
file_1_file_1_g3554.t1.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g3554.t1.exon6	2	0	0	0	0	0	0	0
file_1_file_1_g3554.t1.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g3554.t1.exon8	1	0	1	0	0	0	0	0
file_1_file_1_g3554.t1.exon9	2	0	0	0	0	0	0	0
file_1_file_1_g3555.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g3555.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g3555.t1.exon3	0	1	0	0	0	0	0	0
file_1_file_1_g3555.t1.exon4	3	0	0	0	0	0	0	0
file_1_file_1_g3556.t1.exon1	0	1	0	0	0	0	0	0
file_1_file_1_g3556.t1.exon10	6	0	0	0	0	0	0	0
file_1_file_1_g3556.t1.exon11	2	0	0	0	0	0	1	0
file_1_file_1_g3556.t1.exon12	0	0	0	0	0	0	0	0
file_1_file_1_g3556.t1.exon13	1	0	0	0	0	0	0	0
file_1_file_1_g3556.t1.exon14	3	0	0	0	0	0	0	0
file_1_file_1_g3556.t1.exon15	9	5	2	1	0	1	0	0
file_1_file_1_g3556.t1.exon2	3	0	0	0	0	0	0	0
file_1_file_1_g3556.t1.exon3	0	1	0	0	0	0	0	0
file_1_file_1_g3556.t1.exon4	7	0	2	0	0	0	0	0
file_1_file_1_g3556.t1.exon5	0	2	0	0	0	0	0	0
file_1_file_1_g3556.t1.exon6	0	0	1	0	0	0	0	0
file_1_file_1_g3556.t1.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g3556.t1.exon8	1	0	0	0	0	0	0	0
file_1_file_1_g3556.t1.exon9	1	0	0	0	0	0	0	0
file_1_file_1_g3557.t1.exon1	401	525	572	920	610	9	437	1971
file_1_file_1_g3558.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g3558.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g3558.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g3558.t1.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g3558.t1.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g3558.t1.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g3558.t1.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g3558.t2.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g3558.t2.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g3558.t2.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g3558.t2.exon4	1	1	1	0	0	0	2	0
file_1_file_1_g3558.t2.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g3558.t2.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g3558.t2.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g3558.t2.exon8	0	0	0	0	0	0	0	0
file_1_file_1_g3559.t1.exon1	3	0	0	0	0	0	0	0
file_1_file_1_g356.t1.exon1	3	0	2	0	0	0	0	0
file_1_file_1_g356.t1.exon2	3	1	0	3	0	0	0	0
file_1_file_1_g3560.t1.exon1	9	0	1	3	0	0	0	0
file_1_file_1_g3561.t1.exon1	0	1	0	0	0	0	0	0
file_1_file_1_g3561.t1.exon2	0	0	2	0	0	0	0	0
file_1_file_1_g3561.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g3562.t1.exon1	12	39	1	63	4	3	0	2
file_1_file_1_g3563.t1.exon1	2	1	0	0	0	0	0	0
file_1_file_1_g3563.t1.exon2	2	1	0	0	0	0	0	0
file_1_file_1_g3563.t1.exon3	1	1	0	0	0	0	0	0
file_1_file_1_g3563.t1.exon4	5	2	0	0	0	1	0	0
file_1_file_1_g3563.t1.exon5	9	3	1	2	0	0	0	0
file_1_file_1_g3564.t1.exon1	4	0	0	0	0	0	0	0
file_1_file_1_g3564.t1.exon2	1	0	0	0	0	0	0	0
file_1_file_1_g3564.t1.exon3	1	0	0	1	0	0	0	0
file_1_file_1_g3564.t1.exon4	3	0	0	0	0	0	0	0
file_1_file_1_g3564.t1.exon5	2	0	1	0	0	0	0	0
file_1_file_1_g3565.t1.exon1	23	4	6	5	0	0	0	0
file_1_file_1_g3566.t1.exon1	13	66	3	131	0	0	0	0
file_1_file_1_g3566.t1.exon2	1	2	0	8	0	0	0	0
file_1_file_1_g3566.t1.exon3	1	8	0	17	0	0	0	0
file_1_file_1_g3567.t1.exon1	4	2	0	3	0	0	0	0
file_1_file_1_g3567.t1.exon2	0	1	0	0	0	0	0	0
file_1_file_1_g3568.t1.exon1	3	0	1	0	0	0	0	0
file_1_file_1_g3569.t1.exon1	4	0	1	0	0	0	0	0
file_1_file_1_g3569.t1.exon2	1	0	0	0	0	0	0	0
file_1_file_1_g3569.t1.exon3	3	0	1	0	0	0	0	0
file_1_file_1_g3569.t1.exon4	1	1	0	0	0	0	0	0
file_1_file_1_g357.t1.exon1	3	0	1	0	0	0	0	0
file_1_file_1_g357.t1.exon2	2	1	0	0	0	0	0	0
file_1_file_1_g357.t1.exon3	0	1	4	0	0	0	0	0
file_1_file_1_g3570.t1.exon1	9	1	8	1	10	0	0	61
file_1_file_1_g3570.t1.exon2	2093	2	2340	0	1919	0	535	2684
file_1_file_1_g3571.t1.exon1	1	1	0	0	0	0	0	0
file_1_file_1_g3571.t1.exon10	1	0	0	0	0	0	0	0
file_1_file_1_g3571.t1.exon2	2	1	0	0	0	0	0	0
file_1_file_1_g3571.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g3571.t1.exon4	2	1	2	0	0	0	0	0
file_1_file_1_g3571.t1.exon5	1	0	0	0	0	0	0	0
file_1_file_1_g3571.t1.exon6	5	0	0	0	0	0	0	0
file_1_file_1_g3571.t1.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g3571.t1.exon8	1	0	0	0	0	0	0	0
file_1_file_1_g3571.t1.exon9	3	1	0	0	0	0	0	1
file_1_file_1_g3572.t1.exon1	1	0	4	2	2	0	2	2
file_1_file_1_g3572.t1.exon10	9	0	11	2	1	0	2	0
file_1_file_1_g3572.t1.exon11	8	7	6	5	16	5	13	0
file_1_file_1_g3572.t1.exon2	1	0	0	0	0	0	0	0
file_1_file_1_g3572.t1.exon3	1	0	2	0	0	0	0	0
file_1_file_1_g3572.t1.exon4	1	0	0	1	0	0	0	0
file_1_file_1_g3572.t1.exon5	1	0	0	0	0	0	0	0
file_1_file_1_g3572.t1.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g3572.t1.exon7	4	0	2	2	14	0	0	0
file_1_file_1_g3572.t1.exon8	9	3	5	6	12	1	1	1
file_1_file_1_g3572.t1.exon9	11	1	8	10	14	0	3	0
file_1_file_1_g3573.t1.exon1	33	87	30	121	109	0	189	249
file_1_file_1_g3573.t1.exon2	11	9	6	18	21	0	53	85
file_1_file_1_g3573.t1.exon3	41	81	22	124	86	0	145	337
file_1_file_1_g3573.t1.exon4	2	2	0	0	0	0	2	3
file_1_file_1_g3573.t1.exon5	6	11	0	10	4	0	11	60
file_1_file_1_g3573.t1.exon6	0	0	0	0	0	0	0	1
file_1_file_1_g3573.t1.exon7	11	1	1	2	0	0	0	10
file_1_file_1_g3573.t1.exon8	28	78	15	115	11	0	32	163
file_1_file_1_g3574.t1.exon1	4	0	1	0	0	0	0	0
file_1_file_1_g3574.t1.exon2	1	0	0	0	0	0	0	0
file_1_file_1_g3574.t1.exon3	3	0	0	0	0	0	0	0
file_1_file_1_g3575.t1.exon1	9	55	9	60	20	0	46	81
file_1_file_1_g3575.t1.exon10	3	5	4	13	0	0	1	17
file_1_file_1_g3575.t1.exon11	60	131	65	180	109	0	52	383
file_1_file_1_g3575.t1.exon12	3	15	5	26	16	0	2	82
file_1_file_1_g3575.t1.exon13	4	10	2	12	1	0	0	32
file_1_file_1_g3575.t1.exon14	16	54	22	66	35	0	18	100
file_1_file_1_g3575.t1.exon2	11	23	7	38	18	0	34	115
file_1_file_1_g3575.t1.exon3	3	5	3	7	1	0	3	2
file_1_file_1_g3575.t1.exon4	1	2	0	5	0	0	1	1
file_1_file_1_g3575.t1.exon5	1	0	0	0	0	0	0	0
file_1_file_1_g3575.t1.exon6	13	43	28	63	52	0	27	158
file_1_file_1_g3575.t1.exon7	2	6	1	7	0	0	5	2
file_1_file_1_g3575.t1.exon8	7	14	5	29	0	0	2	17
file_1_file_1_g3575.t1.exon9	9	39	10	65	6	0	6	62
file_1_file_1_g3576.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g3576.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g3576.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g3576.t1.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g3576.t1.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g3576.t1.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g3576.t1.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g3576.t2.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g3576.t2.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g3576.t2.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g3576.t2.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g3576.t2.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g3576.t2.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g3576.t2.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g3577.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g3577.t1.exon2	1	0	0	0	0	0	0	0
file_1_file_1_g3577.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g3577.t1.exon4	2	1	0	0	0	0	0	0
file_1_file_1_g3578.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g3578.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g3578.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g3578.t1.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g3578.t1.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g3578.t1.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g3579.t1.exon1	2	1	0	0	0	0	0	0
file_1_file_1_g3579.t1.exon2	2	0	0	0	0	0	0	0
file_1_file_1_g3579.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g358.t1.exon1	6	1	3	0	0	0	0	0
file_1_file_1_g3580.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g3581.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g3581.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g3582.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g3582.t1.exon2	1	0	0	0	0	0	0	0
file_1_file_1_g3583.t1.exon1	1	0	0	0	0	0	0	0
file_1_file_1_g3584.t1.exon1	22	0	3	4	0	1	0	0
file_1_file_1_g3585.t1.exon1	8	3	3	0	2	0	0	2
file_1_file_1_g3586.t1.exon1	21	5	6	2	0	0	0	3
file_1_file_1_g3587.t1.exon1	86	16	16	9	0	0	0	2
file_1_file_1_g3588.t1.exon1	4	2	1	5	0	0	0	0
file_1_file_1_g3589.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g3589.t1.exon10	26	6	9	10	0	0	0	15
file_1_file_1_g3589.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g3589.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g3589.t1.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g3589.t1.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g3589.t1.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g3589.t1.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g3589.t1.exon8	0	0	0	0	0	0	0	0
file_1_file_1_g3589.t1.exon9	3	1	1	0	0	0	0	0
file_1_file_1_g359.t1.exon1	1	1	1	0	0	0	0	0
file_1_file_1_g359.t1.exon10	2	0	0	0	0	0	0	0
file_1_file_1_g359.t1.exon2	0	1	0	0	0	0	0	0
file_1_file_1_g359.t1.exon3	3	0	0	0	0	0	0	0
file_1_file_1_g359.t1.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g359.t1.exon5	1	0	0	0	0	0	0	0
file_1_file_1_g359.t1.exon6	1	1	0	0	0	0	0	0
file_1_file_1_g359.t1.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g359.t1.exon8	1	0	1	0	0	0	0	0
file_1_file_1_g359.t1.exon9	0	1	0	0	0	0	0	0
file_1_file_1_g3590.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g3591.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g3591.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g3591.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g3591.t1.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g3592.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g3593.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g3594.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g3594.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g3595.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g3595.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g3595.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g3596.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g3596.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g3596.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g3597.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g3597.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g3597.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g3597.t1.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g3597.t1.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g3598.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g3598.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g3598.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g3598.t1.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g3598.t1.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g3598.t1.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g3598.t1.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g3599.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g3599.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g36.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g36.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g36.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g360.t1.exon1	4	0	0	1	0	17	0	0
file_1_file_1_g360.t1.exon2	0	2	0	1	0	15	1	0
file_1_file_1_g3600.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g3600.t1.exon10	0	0	0	0	0	0	0	0
file_1_file_1_g3600.t1.exon11	0	0	0	0	0	0	0	0
file_1_file_1_g3600.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g3600.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g3600.t1.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g3600.t1.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g3600.t1.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g3600.t1.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g3600.t1.exon8	0	0	0	0	0	0	0	0
file_1_file_1_g3600.t1.exon9	0	0	0	0	0	0	0	0
file_1_file_1_g3600.t2.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g3600.t2.exon10	0	0	0	0	0	0	0	0
file_1_file_1_g3600.t2.exon11	0	0	0	0	0	0	0	0
file_1_file_1_g3600.t2.exon12	0	0	0	0	0	0	0	0
file_1_file_1_g3600.t2.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g3600.t2.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g3600.t2.exon4	0	0	0	1	0	0	0	0
file_1_file_1_g3600.t2.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g3600.t2.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g3600.t2.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g3600.t2.exon8	0	0	0	0	0	0	0	0
file_1_file_1_g3600.t2.exon9	0	0	0	0	0	0	0	0
file_1_file_1_g3601.t1.exon1	3	0	0	0	0	0	0	0
file_1_file_1_g3601.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g3602.t1.exon1	2	1	4	0	0	0	0	0
file_1_file_1_g3602.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g3602.t1.exon3	1	0	0	0	0	0	0	0
file_1_file_1_g3603.t1.exon1	0	0	2	0	0	0	0	0
file_1_file_1_g3604.t1.exon1	3	11	1	23	0	0	0	0
file_1_file_1_g3604.t1.exon2	3	35	0	71	0	0	0	0
file_1_file_1_g3604.t1.exon3	0	19	0	32	0	0	0	2
file_1_file_1_g3605.t1.exon1	8	1	1	0	0	0	0	1
file_1_file_1_g3606.t1.exon1	7	4	1	10	3	0	0	0
file_1_file_1_g3607.t1.exon1	1	0	0	0	0	0	0	0
file_1_file_1_g3607.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g3607.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g3607.t1.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g3607.t1.exon5	36	3707	21	5563	16	0	1	18
file_1_file_1_g3608.t1.exon1	1	0	1	1	0	0	0	0
file_1_file_1_g3608.t1.exon10	4	16	2	19	0	0	0	0
file_1_file_1_g3608.t1.exon11	2	4	2	4	0	0	0	0
file_1_file_1_g3608.t1.exon12	1	13	0	19	0	0	0	1
file_1_file_1_g3608.t1.exon13	0	4	0	5	0	0	0	0
file_1_file_1_g3608.t1.exon14	1	7	0	7	0	0	0	0
file_1_file_1_g3608.t1.exon15	1	29	1	53	0	0	0	0
file_1_file_1_g3608.t1.exon16	0	11	3	16	0	0	0	1
file_1_file_1_g3608.t1.exon2	3	3	1	18	0	0	0	2
file_1_file_1_g3608.t1.exon3	2	3	2	4	0	0	0	1
file_1_file_1_g3608.t1.exon4	5	9	0	10	0	0	0	0
file_1_file_1_g3608.t1.exon5	4	2	0	4	0	0	0	0
file_1_file_1_g3608.t1.exon6	2	325	2	546	0	0	0	1
file_1_file_1_g3608.t1.exon7	3	0	0	1	0	0	0	0
file_1_file_1_g3608.t1.exon8	1	5	0	5	0	0	0	0
file_1_file_1_g3608.t1.exon9	1	5	0	14	0	0	0	0
file_1_file_1_g3609.t1.exon1	4	0	0	0	0	0	0	0
file_1_file_1_g3609.t1.exon2	1	0	0	0	0	0	0	0
file_1_file_1_g361.t1.exon1	0	0	0	0	0	0	0	1
file_1_file_1_g361.t1.exon2	0	0	0	0	0	0	0	1
file_1_file_1_g361.t1.exon3	5	1	0	2	0	1	0	1
file_1_file_1_g361.t1.exon4	0	1	0	0	0	0	0	0
file_1_file_1_g361.t1.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g361.t1.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g361.t1.exon7	5	0	1	0	0	0	0	0
file_1_file_1_g3610.t1.exon1	4	2	0	5	0	0	0	0
file_1_file_1_g3610.t1.exon2	2	0	0	0	0	0	0	0
file_1_file_1_g3610.t1.exon3	1	0	0	0	0	0	0	0
file_1_file_1_g3610.t1.exon4	1	2	0	0	0	0	0	0
file_1_file_1_g3610.t1.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g3610.t1.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g3610.t1.exon7	2	1	0	2	0	0	0	0
file_1_file_1_g3610.t1.exon8	1	1	0	1	0	0	0	0
file_1_file_1_g3610.t1.exon9	0	1	0	0	0	0	0	0
file_1_file_1_g3611.t1.exon1	13	16	11	17	9	0	36	65
file_1_file_1_g3611.t1.exon2	4	1	0	1	0	0	3	1
file_1_file_1_g3611.t1.exon3	5	4	3	5	0	0	6	6
file_1_file_1_g3611.t1.exon4	17	19	18	18	24	0	144	160
file_1_file_1_g3612.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g3612.t1.exon2	1	0	0	0	0	0	0	0
file_1_file_1_g3613.t1.exon1	0	2	0	6	0	0	0	0
file_1_file_1_g3613.t1.exon2	0	4	0	10	0	0	0	0
file_1_file_1_g3613.t1.exon3	4	7	2	8	0	0	0	0
file_1_file_1_g3613.t1.exon4	25	115	2	208	0	0	0	3
file_1_file_1_g3613.t1.exon5	7	12	0	17	0	0	0	0
file_1_file_1_g3613.t1.exon6	4	28	0	27	0	0	0	0
file_1_file_1_g3614.t1.exon1	2	19	1	29	1	0	0	0
file_1_file_1_g3615.t1.exon1	0	1	0	0	0	0	0	0
file_1_file_1_g3615.t1.exon2	1	0	0	0	0	0	0	0
file_1_file_1_g3616.t1.exon1	1	0	0	0	0	0	0	0
file_1_file_1_g3617.t1.exon1	3	1	0	0	0	0	0	1
file_1_file_1_g3618.t1.exon1	12	1	7	3	3	0	4	5
file_1_file_1_g3618.t1.exon2	39	74	33	105	47	0	168	183
file_1_file_1_g3619.t1.exon1	16	12	10	29	0	0	0	37
file_1_file_1_g3619.t1.exon2	3	2	1	0	0	0	0	1
file_1_file_1_g3619.t1.exon3	14	25	7	57	24	0	6	66
file_1_file_1_g3619.t1.exon4	7	7	5	18	1	0	0	27
file_1_file_1_g362.t1.exon1	1	0	0	0	0	0	0	0
file_1_file_1_g362.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g362.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g362.t1.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g362.t1.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g3620.t1.exon1	11	14	2	18	0	1	0	0
file_1_file_1_g3621.t1.exon1	11	1	1	5	0	0	0	0
file_1_file_1_g3621.t1.exon2	18	5	3	1	0	0	0	0
file_1_file_1_g3622.t1.exon1	82	19	92	27	46	0	28	235
file_1_file_1_g3622.t1.exon2	1	1	1	3	0	0	0	3
file_1_file_1_g3622.t1.exon3	4	2	1	0	0	0	0	0
